<node>	<field>	<description>	<type>	<terms>	<pattern>	<maximum>	<minimum>	<options1>	<options2>	<options3>	<options4>	<options5>	<options6>	<options7>	<options8>
sample	biospecimen_anatomic_site		enum	_terms.yaml#/biospecimen_anatomic_site				Abdomen | Abdominal Wall | Acetabulum | Adenoid | Adipose | Adrenal | Alveolar Ridge | Amniotic Fluid | Ampulla Of Vater | Anal Sphincter | Ankle | Anorectum | Antecubital Fossa | Antrum | Anus | Aorta | Aortic Body | Appendix | Aqueous Fluid | Arm | Artery | Ascitic fluid | Ascending Colon | Ascending Colon Hepatic Flexure | Auditory Canal | Autonomic Nervous System | Axilla | Back | Bile Duct | Biopsy | Bladder | Blood | Blood Vessel | Bone | Bone Marrow | Bowel | Brain | Brain Stem | Breast | Broad Ligament | Bronchiole | Bronchoalveolar Lavage Fluid | Bronchus | Brow | Buccal Cavity | Buccal Mucosa | Buttock | Calf | Capillary | Cardia | Carina | Carotid Artery | Carotid Body | Cartilage | Cecum | Cell-Line | Central Nervous System | Cerebellum | Cerebral Cortex | Cerebrospinal Fluid | Cerebrum | Cervical Spine | Cervix | Chest | Chest Wall | Chin | Clavicle | Clitoris | Colon | Colon - Mucosa Only | Colonic Lamina Propria | Common Duct | Conjunctiva | Connective Tissue | Cord Blood | Dermal | Descending Colon | Diaphragm | Duodenum | Ear | Ear Canal | Ear, Pinna (External) | Effusion | Elbow | Endocrine Gland | Epididymis | Epidural Space | Epithelium | Esophagogastric Junction | Esophagus | Esophagus - Mucosa Only | Eye | Fallopian Tube | Femoral Artery | Femoral Vein | Femur | Fibroblasts | Fibula | Finger | Floor Of Mouth | Fluid | Foot | Forearm | Forehead | Foreskin | Frontal Cortex | Frontal Lobe | Fundus Of Stomach | Gallbladder | Ganglia | Gastric Lamina Propria | Gastroesophageal Junction | Gastrointestinal Tract | Groin | Gum | Hand | Hard Palate | Head & Neck | Head - Face Or Neck, Nos | Heart | Hepatic | Hepatic Duct | Hepatic Vein | Hip | Hippocampus | Humerus | Hypopharynx | Ileum | Ilium | Index Finger | Ischium | Islet Cells | Jaw | Jejunum | Joint | Kidney | Knee | Lacrimal Gland | Large Bowel | Laryngopharynx | Larynx | Leg | Leptomeninges | Ligament | Lip | Liver | Lumbar Spine | Lung | Lymph Node | Lymph Node(s) Axilla | Lymph Node(s) Brachial | Lymph Node(s) Cervical | Lymph Node(s) Distant | Lymph Node(s) Epitrochlear | Lymph Node(s) Femoral | Lymph Node(s) Hilar | Lymph Node(s) Iliac-Common | Lymph Node(s) Iliac-External | Lymph Node(s) Inguinal | Lymph Node(s) Internal Mammary | Lymph Node(s) Lung | Lymph Node(s) Mammary | Lymph Node(s) Mesenteric | Lymph Node(s) Occipital | Lymph Node(s) Paraaortic | Lymph Node(s) Parotid | Lymph Node(s) Pelvic | Lymph Node(s) Popliteal | Lymph Node(s) Regional | Lymph Node(s) Retroperitoneal | Lymph Node(s) Scalene | Lymph Node(s) Splenic | Lymph Node(s) Subclavicular | Lymph Node(s) Submandibular | Lymph Node(s) Supraclavicular | Lymph Nodes(s) Mediastinal | Mandible | Maxilla | Mediastinal Soft Tissue | Mediastinum | Mesentery | Mesothelium | Middle Finger | Mitochondria | Muscle | Nails | Nasal Cavity | Nasal Soft Tissue | Nasal Lavage Fluid | Nasopharynx | Neck | Nerve | Nerve(s) Cranial | Occipital Cortex | Ocular Orbits | Omentum | Oral Cavity | Oral Cavity - Mucosa Only | Oropharynx | Other | Ovary | Palate | Pancreas | Paraspinal Ganglion | Parathyroid | Parotid Gland | Patella | Pelvis | Penis | Pericardium | Periorbital Soft Tissue | Peritoneal Cavity | Peritoneum | Pharynx | Pineal | Pineal Gland | Pituitary Gland | Placenta | Pleura | Popliteal Fossa | Prostate | Pylorus | Rectosigmoid Junction | Rectum | Retina | Retro-Orbital Region | Retroperitoneum | Rib | Ring Finger | Round Ligament | Sacrum | Saliva | Salivary Gland | Scalp | Scapula | Sciatic Nerve | Scrotum | Seminal Vesicle | Shoulder | Sigmoid Colon | Synovial Fluid | Synovial Tissue | Sinus | Sinus(es), Maxillary | Skeletal Muscle | Skin | Skull | Small Bowel | Small Bowel - Mucosa Only | Small Finger | Soft Tissue | Spinal Column | Spinal Cord | Spleen | Splenic Flexure | Sputum | Sternum | Stomach | Stomach - Mucosa Only | Subcutaneous Tissue | Surgery - caseous masses | Surgery - cavity internal wall | Surgery - cavity external wall | Surgery - infectious granuloma | Surgery - healthy tissue | Synovium | Temporal Cortex | Tendon | Testis | Thigh | Thoracic Spine | Thorax | Throat | Thumb | Thymus | Thyroid | Tibia | Tongue | Tonsil | Tonsil (Pharyngeal) | Trachea / Major Bronchi | Transverse Colon | Trunk | Umbilical Cord | Umbilical Cord Blood | Ureter | Urethra | Urinary Tract | Urine | Uterus | Uvula | Vagina | Vas Deferens | Vein | Venous | Vertebra | Vulva | Wrist | Unknown | Not Reported | Not Allowed To Collect 							
sample	composition		enum	_terms.yaml#/composition				B cell | Buccal Cells | Buffy Coat | Bone Marrow Components | Bone Marrow Components NOS | Cell | Fibroblasts from Bone Marrow Normal | Granulocytes | Lymphocytes | Mononuclear Cells from Bone Marrow Normal | Peripheral Blood Components NOS | Peripheral Blood Nucleated Cells | Pleural Effusion | Plasma | Peripheral Whole Blood | Serum | Solid Tissue | Whole Bone Marrow | Unknown | Macrophage | Monocyte | Not Reported | Not Allowed To Collect | Supernatant | White Blood Cells | Peripheral Blood Molecular Cell | Carbohydrate | Red Blood Cell | T cell | Dendritic cell | NK cell | Neutrophil 							
sample	current_weight		number	_terms.yaml#/current_weight											
sample	days_to_collection		integer	_terms.yaml#/days_to_collection											
sample	collection_date	"Date range in which samples were collected.
"	string												
sample	days_to_sample_procurement		integer	_terms.yaml#/days_to_sample_procurement											
sample	diagnosis_pathologically_confirmed		enum	_terms.yaml#/diagnosis_pathologically_confirmed				Yes | No | Unknown 							
sample	freezing_method		string	_terms.yaml#/freezing_method											
sample	initial_weight		number	_terms.yaml#/initial_weight											
sample	intermediate_dimension		string	_terms.yaml#/intermediate_dimension											
sample	is_ffpe		boolean	_terms.yaml#/is_ffpe											
sample	method_of_sample_procurement		enum	_terms.yaml#/method_of_sample_procurement				Abdomino-perineal Resection of Rectum | Anterior Resection of Rectum | Aspirate | Biopsy | Blood Draw | Bone Marrow Aspirate | Core Biopsy | Cystectomy | Endo Rectal Tumor Resection | Endoscopic Biopsy | Endoscopic Mucosal Resection (EMR) | Enucleation | Excisional Biopsy | Fine Needle Aspiration | Full Hysterectomy | Gross Total Resection | Hand Assisted Laparoscopic Radical Nephrectomy | Hysterectomy NOS | Incisional Biopsy | Indeterminate | Laparoscopic Biopsy | Laparoscopic Partial Nephrectomy | Laparoscopic Radical Nephrectomy | Laparoscopic Radical Prostatectomy with Robotics | Laparoscopic Radical Prostatectomy without Robotics | Left Hemicolectomy | Lobectomy | Local Resection (Exoresection; wall resection) | Lumpectomy | Modified Radical Mastectomy | Needle Biopsy | Open Craniotomy | Open Partial Nephrectomy | Open Radical Nephrectomy | Open Radical Prostatectomy | Orchiectomy | Other | Other Surgical Resection | Pan-Procto Colectomy | Pneumonectomy | Right Hemicolectomy | Sigmoid Colectomy | Simple Mastectomy | Subtotal Resection | Surgical Resection | Thoracoscopic Biopsy | Total Colectomy | Total Mastectomy | Transplant | Transurethral resection (TURBT) | Transverse Colectomy | Tumor Resection | Wedge Resection | Unknown | Not Reported | Not Allowed To Collect 							
sample	oct_embedded		string	_terms.yaml#/oct_embedded											
sample	preservation_method		enum	_terms.yaml#/preservation_method				Cryopreserved | FFPE | Fresh | OCT | Snap Frozen | Frozen | Unknown | Not Reported | Not Allowed To Collect 							
sample	sample_type	Characterization of the sample as either clinical or contrived.	enum					Additional Metastatic | Additional - New Primary | Blood Derived Cancer - Bone Marrow, Post-treatment | Blood Derived Cancer - Peripheral Blood, Post-treatment | Blood Derived Normal | Bone Marrow Normal | Buccal Cell Normal | Cell Line Derived Xenograft Tissue | Cell Lines | cfDNA | Circulating Tumor Cell (CTC) | Control Analyte | ctDNA | DNA | EBV Immortalized Normal | FFPE Recurrent | FFPE Scrolls | Fibroblasts from Bone Marrow Normal | GenomePlex (Rubicon) Amplified DNA | Human Tumor Original Cells | Lipid | Metastatic | Mononuclear Cells from Bone Marrow Normal | Primary Blood Derived Cancer - Peripheral Blood | Recurrent Blood Derived Cancer - Peripheral Blood | Primary Blood Derived Cancer - Bone Marrow | Primary Tumor | Primary Xenograft Tissue | Protein | Post neo-adjuvant therapy | Recurrent Blood Derived Cancer - Bone Marrow | Recurrent Tumor | Repli-G (Qiagen) DNA | Repli-G X (Qiagen) DNA | RNA | Slides | Solid Tissue Normal | Total RNA | Xenograft Tissue | Unknown | Not Reported | Not Allowed To Collect 							
sample	sample_type_id		enum	_terms.yaml#/sample_type_id				01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 20 | 40 | 41 | 42 | 50 | 60 | 61 | 99 							
sample	sample_volume	The volume of the sample in mL.	number												
sample	shortest_dimension		string	_terms.yaml#/shortest_dimension											
sample	time_between_clamping_and_freezing		string	_terms.yaml#/time_between_clamping_and_freezing											
sample	time_between_excision_and_freezing		string	_terms.yaml#/time_between_excision_and_freezing											
sample	tissue_type		enum	_terms.yaml#/tissue_type				Tumor | Normal | Abnormal | Peritumoral | Contrived | Unknown | Not Reported | Not Allowed To Collect 							
sample	cell_line	"A cell culture developed from a single cell and therefore consisting of cells with a uniform genetic makeup.
"	string												
sample	cell_number	"Number of cells cultured in one container.
"	integer												
sample	passage	"A record of the number of times the culture has been subcultured.
"	integer												
sample	cell_culture_vessel	"Flasks, Petri dishes, roller bottles, or multiwell plates to grow cells.
"	string												
sample	hours_to_collection	"Time interval from the date of biospecimen collection to the date of initial pathologic diagnosis, represented as a calculated number of days.
"	integer												
sample	lysis_buffer	"A buffer solution used for the purpose of breaking open cells for use in molecular biology experiments that analyze the compounds of the cells.
"	string												
sample	ncbi_bioproject	"Record identifier assigned by NCBI for entry in the BioProject database.
"	string												
sample	ncbi_biosample	"Record identifier assigned by NCBI for entry in the BioSample database.
"	string												
sample	project_id		string												
sample	created_datetime			_definitions.yaml#/datetime											
sample	updated_datetime			_definitions.yaml#/datetime											
submitted_unaligned_reads	type		enum					submitted_unaligned_reads 							
submitted_unaligned_reads	data_category		enum	_terms.yaml#/data_category				Sequencing Data | Sequencing Reads | Raw Sequencing Data 							
submitted_unaligned_reads	data_type		enum	_terms.yaml#/data_type				Unaligned Reads 							
submitted_unaligned_reads	contigs	"The number of reads that can be assembled into a longer continuous read.
"	integer												
submitted_unaligned_reads	sra_accession	"Sequence Read Archive accession number of raw data generated
"	string												
submitted_unaligned_reads	gc_content	"gc content of data sequenced.
"	number												
submitted_unaligned_reads	data_format		enum	_terms.yaml#/data_format				BAM | FASTQ 							
submitted_unaligned_reads	experimental_strategy		enum	_terms.yaml#/experimental_strategy				WGS | WXS | Low Pass WGS | Validation | RNA-Seq | miRNA-Seq | Total RNA-Seq | DNA Panel 							
submitted_unaligned_reads	octal_spoligotype	"Octal spoligotype determined by the lorikeet spoligotype analysis software.
"	string												
submitted_unaligned_reads	source_organism	"Type of organism the sequencing was performed on
"	string												
submitted_unaligned_reads	cds	"The coding region of a gene.
"	integer												
submitted_unaligned_reads	mycobacterium_tuberculosis_lineage	"Classification determined by spoligotype using the lorikeet spoligotype analysis software.
"	string												
publication	type		enum					publication 							
publication	id			_definitions.yaml#/UUID											
publication	state			_definitions.yaml#/state											
publication	submitter_id		['string', 'null']												
publication	authors	"list of authors of the article
"	string												
publication	doi	"Digital object identifier (DOI) is a type of persistent identifier used to uniquely identify objects
"	integer												
publication	issue	"Journal issue in which the article was published
"	string												
publication	journal	"Publication in which the article appears
"	string												
publication	pmid	"Pubmed identifier for the article
"	integer												
publication	title	"Title of the article as it appears in Pubmed
"	string												
publication	project_id		string												
publication	created_datetime			_definitions.yaml#/datetime											
publication	updated_datetime			_definitions.yaml#/datetime											
experiment	experiment_description	"Free text to expand upon details about experiment
"	string												
experiment	measurement_technique	"Technique used to measure results in this experiment.
"	string												
experiment	experiment_type	"Name or identifier of the experiment
"	string												
follow_up	age_at_visit	"Age at visit in years - round to nearest integer. If the age in years at the visit is greater than 89, see 'age_at_visit_gt89'.
"	['integer', 'null']			89	0								
follow_up	age_at_visit_gt89	"Indicate if the age at visit years is greater than 89.
"	enum					Yes | No 							
follow_up	bmi	The body mass divided by the square of the body height expressed in units of kg/m^2.	number												
follow_up	drug_used	"Ever used any medical or recreational drugs since last visit
"	enum					No | Yes | Refusal | Unknown 							
follow_up	ever_transferred	"Participant ever transferred sites (changed ids)
"	enum					Never transferred | Transferred 							
follow_up	health_insurance	"Currently have any health insurance
"	boolean												
follow_up	height	The height of the patient in centimeters.	['number', 'null']			500	0								
follow_up	pregnancy_status	"Is the participant pregnant (women) or has been pregnant since the last visit
"	boolean												
follow_up	version_data	"Version number of data
"	string												
follow_up	visit_number	"Visit number
"	integer												
follow_up	harmonized_visit_number	"The derived harmonized visit number for the studies MACS and WIHS.
"	integer												
follow_up	visit_id	"ID at time of interview (prior to transfer)
"	integer												
follow_up	visit_name	"Visit ID (string)
"	string												
follow_up	visit_type	"Define if the visit is a follow-up or the baseline visit.
"	enum					Baseline Visit | Follow-up Visit | Abbreviated Visit (Record in ABRV file) 							
follow_up	weight	"The weight of the subject measured in grams.
"	number												
follow_up	weight_percentage	"The percentage of the weight considering the weight measured at the index date as the reference.
"	number												
follow_up	visit_date	"Year of the visit.
"	integer												
follow_up	tint	"6-month time interval for visit
"	integer												
follow_up	days_to_follow_up	"Number of days between the date used for index and the date the patient was seen or contacted at follow-up.
"	integer												
comorbidity	bshbvstat	"Baseline HBV serostatus (based on 1st 3 visits)
"	enum	_terms.yaml#/C159691 ,_terms.yaml#/C25213 ,_terms.yaml#/C14215 				HBV negative {} | HBV positive {_terms.yaml#/C141405, } | missing/unknown {_terms.yaml#/C54031, } 							
comorbidity	bshcvstat	"Baseline HCV serostatus (based on 1st 3 visits)
"	enum	_terms.yaml#/C159691 ,_terms.yaml#/C25213 ,_terms.yaml#/C14312 				HCV negative {} | HCV positive {_terms.yaml#/C129452, } | missing/unknown {_terms.yaml#/C54031, } 							
comorbidity	frstcncrd	"First confirmed cancer year
"	integer	_terms.yaml#/C159701 ,_terms.yaml#/C9305 											
comorbidity	frstcncrv	"First confirmed cancer visit
"	integer	_terms.yaml#/C159701 ,_terms.yaml#/C159705 											
comorbidity	frstdmd	"First visit year with diabetes
"	integer	_terms.yaml#/C159708 ,_terms.yaml#/C2985 											
comorbidity	frsthtnmd	"First visit year with all necessary components to determine hypertension
"	integer	_terms.yaml#/C159701 ,_terms.yaml#/C159705 											
comorbidity	frsthtnmv	"First visit with all necessary components to determine hypertension
"	integer	_terms.yaml#/C159707 ,_terms.yaml#/C3117 											
comorbidity	frsthtnd	"First visit year with hypertension
"	integer	_terms.yaml#/C159708 ,_terms.yaml#/C3117 											
comorbidity	frsthtnv	"First visit with hypertension
"	integer	_terms.yaml#/C159696 ,_terms.yaml#/C3117 											
comorbidity	frstdmmd	"First visit year with all necessary components to determine diabetes
"	integer	_terms.yaml#/C159707 ,_terms.yaml#/C2985 											
comorbidity	frstdmmv	"First visit with all necessary components to determine diabetes
"	integer	_terms.yaml#/C159707 ,_terms.yaml#/C2985 											
comorbidity	frstdmv	"First visit with diabetes
"	integer	_terms.yaml#/C159696 ,_terms.yaml#/C2985 											
health_questionnaire	genhl	"Subject perception about his current health.
"	enum					Excellent | Very Good | Good | Fair | Poor 							
health_questionnaire	comhl	"Subject perception of current health compared to one year ago.
"	enum					Much better | Somewhat better | About the same | Somewhat worse | Much worse 							
health_questionnaire	hltva	"Health limitation for vigorous activities such as running, lifting heavy objects, participating in strenuous sports..
"	enum					Yes a lot | Yes a little | No at all 							
health_questionnaire	hltma	"Health limitation for moderate activities such as moving a table, pushing a vacuum cleaner, bowling or playing golf..
"	enum					Yes a lot | Yes a little | No at all 							
health_questionnaire	hltli	"Health limitation for lifting or carrying groceries.
"	enum					Yes a lot | Yes a little | No at all 							
health_questionnaire	hltst	"Health limitation for climbing several flights of stairs.
"	enum					Yes a lot | Yes a little | No at all 							
health_questionnaire	hlts1	"Health limitation for climbing one flight of stairs.
"	enum					Yes a lot | Yes a little | No at all 							
health_questionnaire	hltbe	"Health limitation for bending, kneeling or stooping.
"	enum					Yes a lot | Yes a little | No at all 							
health_questionnaire	hltwm	"Health limitation for walking more than one mile.
"	enum					Yes a lot | Yes a little | No at all 							
health_questionnaire	hltwb	"Health limitation for walking several blocks.
"	enum					Yes a lot | Yes a little | No at all 							
health_questionnaire	hltw1	"Health limitation for walking one block.
"	enum					Yes a lot | Yes a little | No at all 							
health_questionnaire	hltba	"Health limitation for bathing or dressing.
"	enum					Yes a lot | Yes a little | No at all 							
health_questionnaire	phwta	"Physical health cut down the amount of time on work or other activities in the last four weeks.
"	boolean												
health_questionnaire	phles	"Physical health produced less accomplishment than desired in the last four weeks.
"	boolean												
health_questionnaire	phkwa	"Physical health limited some kind of work or other activities in the last four weeks.
"	boolean												
health_questionnaire	phdwa	"Physical health resulted in having difficulties performing the work or other activities in the last four weeks.
"	boolean												
health_questionnaire	epwta	"Emotional problems cut down the amount of time on work or other activities in the last four weeks.
"	boolean												
health_questionnaire	eples	"Emotional problems produced less accomplishment than desired in the last four weeks.
"	boolean												
health_questionnaire	epcar	"Didn't work as carefully as usual due to emotional problems in the last four weeks.
"	boolean												
health_questionnaire	socac	"Interference of your physical health or emotional problems with your normal social activities with family, friends, neighbors or other groups in the last four weeks.
"	enum					Not at all | Slightly | Moderately | Quite a bit | Extremely 							
health_questionnaire	bodpn	"Amount of bodily pain during the past four weeks.
"	enum					None | Very mild | Mild | Moderate | Severe | Very severe 							
health_questionnaire	workp	"Interference of your bodily pain with your normal work (including both work outside the home and housework).
"	enum					Not at all | Slightly | Moderately | Quite a bit | Extremely 							
health_questionnaire	peppy	"Frequency feeling full of pep in the last four weeks.
"	enum					All of the time | Most of the time | A good bit of the time | Some of the time | A little of the time | None of the time 							
health_questionnaire	nerves	"Frequency feeling a very nervous person in the last four weeks.
"	enum					All of the time | Most of the time | A good bit of the time | Some of the time | A little of the time | None of the time 							
health_questionnaire	dumps	"Frequency feeling so down in the dumps that nothing could cheer up in the last four weeks.
"	enum					All of the time | Most of the time | A good bit of the time | Some of the time | A little of the time | None of the time 							
health_questionnaire	calm	"Frequency feeling calm and peaceful in the last four weeks.
"	enum					All of the time | Most of the time | A good bit of the time | Some of the time | A little of the time | None of the time 							
health_questionnaire	energy	"Frequency having a lot of energy in the last four weeks.
"	enum					All of the time | Most of the time | A good bit of the time | Some of the time | A little of the time | None of the time 							
health_questionnaire	blue	"Frequency feeling downhearted and blue in the last four weeks.
"	enum					All of the time | Most of the time | A good bit of the time | Some of the time | A little of the time | None of the time 							
health_questionnaire	worn	"Frequency feeling worn out in the last four weeks.
"	enum					All of the time | Most of the time | A good bit of the time | Some of the time | A little of the time | None of the time 							
health_questionnaire	happy	"Frequency feeling a happy person in the last four weeks.
"	enum					All of the time | Most of the time | A good bit of the time | Some of the time | A little of the time | None of the time 							
health_questionnaire	tired	"Frequency feeling tired in the last four weeks.
"	enum					All of the time | Most of the time | A good bit of the time | Some of the time | A little of the time | None of the time 							
health_questionnaire	soctm	"Frequency feeling your physical health or emotional problems interfered with your social activities (family, friends, neighbors or other groups) in the last four weeks.
"	enum					All of the time | Most of the time | A good bit of the time | Some of the time | A little of the time | None of the time 							
health_questionnaire	sick	"Feeling to get sick a little easier than other people.
"	enum					Definitively true | Mostly true | Unknown | Mostly false | Definitively false 							
health_questionnaire	health	"Feeling as healthy as anybody known.
"	enum					Definitively true | Mostly true | Unknown | Mostly false | Definitively false 							
health_questionnaire	worse	"Feeling health is getting worse.
"	enum					Definitively true | Mostly true | Unknown | Mostly false | Definitively false 							
health_questionnaire	excel	"Feeling health is excellent.
"	enum					Definitively true | Mostly true | Unknown | Mostly false | Definitively false 							
protocol	data_category		['string']	_terms.yaml#/data_category											
protocol	data_type		enum	_terms.yaml#/data_type				Protocol File 							
protocol	data_format		['string']	_terms.yaml#/data_format											
protocol	protocol_description	"Free text to expand upon details
"	string												
aliquot	type		string												
aliquot	id			_definitions.yaml#/UUID											
aliquot	state			_definitions.yaml#/state											
aliquot	submitter_id	"The legacy barcode used before prior to the use UUIDs. For TCGA this is bcr aliquot barcode.
"	['string', 'null']												
aliquot	aliquot_quantity		number	_terms.yaml#/aliquot_quantity											
aliquot	aliquot_volume		number	_terms.yaml#/aliquot_volume											
aliquot	amount		number	_terms.yaml#/amount											
aliquot	analyte_type		string	_terms.yaml#/analyte_type											
aliquot	analyte_type_id		enum	_terms.yaml#/analyte_type_id				D | E | G | H | R | S | T | W | X | Y 							
aliquot	concentration		number	_terms.yaml#/concentration											
aliquot	aliquot_description	"Free text to describe the aliquot.
"	string												
aliquot	project_id			_definitions.yaml#/project_id											
aliquot	source_center		string	_terms.yaml#/source_center											
aliquot	created_datetime			_definitions.yaml#/datetime											
aliquot	updated_datetime			_definitions.yaml#/datetime											
study	data_description	Brief description of the data being provided for this study. Free text	string												
study	is_clinical_trial	"Flag that indicates whether this is a clinical trial study
"	boolean												
study	study_description	A brief description of the study being performed. Free text	string												
study	study_design	"Summary of the goals the study is designed to discover. General description of the study's place in relation to a clinical application.
"	string												
study	study_objective	"The general objective of the study. What the study hopes to discover or determine through testing.
"	string												
study	study_completeness	"Description of data status. 0=Descriptive data and results as originally received from the data provider. 1=Includes updates to the original data submission short of completeness. 2=Complete set of descriptive data and results, as ascertained by curator.
"	enum					0 | 1 | 2 							
study	study_doi	"Digital object identifier (DOI) is a type of persistent identifier used to uniquely identify objects
"	string												
study	study_release_date	"Latest date when the study was shared
"	string												
study	study_release_version	"Latest version of study shared
"	string												
study	study_organization	"Name of the primary organization that oversees implementation of the study
"	string												
study	patric_comments	"Comments from PATRIC's genome metadata.
"	array												
study	study_setup	"Category
"	string												
tb_result	test_type	"Type of DST test
"	enum					bactec | dst | le | hain | genexpert 							
tb_result	drug	"Resistance to drug tested for DST test
"	enum					h | am | amx_clv | cm | cs | e | fq | km | lfx | mfx | mb | ofx | pas | pto | z | r | s | ag_cp | lzd | clr | eto | cfz | ipm_cln | dld | bdq 							
tb_result	response	"Response to DST test
  S -- sensitive
  R -- resistant
  I -- intermediate
"	enum					not reported | S | R | I 							
tb_result	culture	"Result of culture. Examples include positive growth of mycobacterium, more than 200 colonies, not done, study in progress, results not entered, nonspecific microflora, and more
"	enum					Negative | Unknown result | Study in progress | Not done | Nonspecific microflora | MOTT | 1 to 19 | Positive | 20 to 100 | 100 to 200 | More than 200 							
tb_result	microscopy	"Result of microscopy. Examples include 10-99 acid-resistant bacteria in 1 field of view when stained by Ziehl-Nielsen, 1 to 9 in 1, 10 to 99 in 100, and more.
"	string												
sequencing_result	amikacin_res_mykrobe		enum					Susceptible | Resistant 							
sequencing_result	capreomycin_res_mykrobe		enum					Susceptible | Resistant 							
sequencing_result	ciprofloxacin_res_mykrobe		enum					Susceptible | Resistant 							
sequencing_result	ethambutol_res_mykrobe		enum					Susceptible | Resistant 							
sequencing_result	isoniazid_res_mykrobe		enum					Susceptible | Resistant 							
sequencing_result	kanamycin_res_mykrobe		enum					Susceptible | Resistant 							
sequencing_result	moxifloxacin_res_mykrobe		enum					Susceptible | Resistant 							
sequencing_result	ofloxacin_res_mykrobe		enum					Susceptible | Resistant 							
sequencing_result	pyrazinamide_res_mykrobe		enum					Susceptible | Resistant 							
sequencing_result	rifampicin_res_mykrobe		enum					Susceptible | Resistant 							
sequencing_result	streptomycin_res_mykrobe		enum					Susceptible | Resistant 							
sequencing_result	ethambutol_res_ariba		enum					Susceptible | Resistant 							
sequencing_result	isoniazid_res_ariba		enum					Susceptible | Resistant 							
sequencing_result	pyrazinamide_res_ariba		enum					Susceptible | Resistant 							
sequencing_result	rifampicin_res_ariba		enum					Susceptible | Resistant 							
sequencing_result	type		enum					sequencing_result 							
sequencing_result	data_category		enum	_terms.yaml#/data_category				Microbial Analysis 							
sequencing_result	data_type		enum	_terms.yaml#/data_type				16s Ribosome Sequencing OTU Results | 16s Ribosome Sequencing ASV Results | cfDNA Sequencing Results | cfDNA Sequencing OTU Results 							
sequencing_result	data_format		enum	_terms.yaml#/data_format				TXT | TSV | CSV | TAR 							
sequencing_result	experimental_strategy		enum	_terms.yaml#/experimental_strategy				Ribosome Sequencing Experiment | Targeted Ribosome Sequencing Experiment | Sequencing Experiment | Targeted Sequencing Experiment 							
imaging_file	type		enum					imaging_file 							
imaging_file	data_category		string	_terms.yaml#/data_category											
imaging_file	data_type		string	_terms.yaml#/data_type											
imaging_file	data_format		string	_terms.yaml#/data_format											
imaging_file	experimental_strategy		string	_terms.yaml#/experimental_strategy											
imaging_file	image_quality	"Good, poor, or average image quality
"	enum					Good image quality | Average image quality | Poor image quality | Not Reported 							
imaging_file	series_instance_uid	"Formal identifier for this image or other content.
"	string												
imaging_file	series_instance_number	"order number for this image or other content.
"	integer												
aligned_reads_index	type		enum					aligned_reads_index 							
aligned_reads_index	data_category		enum	_terms.yaml#/data_category				Sequencing Data | Sequencing Reads | Raw Sequencing Data 							
aligned_reads_index	data_type		enum	_terms.yaml#/data_type				Aligned Reads Index 							
aligned_reads_index	data_format		enum	_terms.yaml#/data_format				BAI 							
acknowledgement	type		enum					acknowledgement 							
acknowledgement	id			_definitions.yaml#/UUID											
acknowledgement	state			_definitions.yaml#/state											
acknowledgement	submitter_id		['string', 'null']												
acknowledgement	acknowledgee	The individual or group being acknowledged by the project.	string												
acknowledgement	project_id		string												
acknowledgement	created_datetime			_definitions.yaml#/datetime											
acknowledgement	updated_datetime			_definitions.yaml#/datetime											
gynecological_exam	genital_lesions	"Genital lesions
"	string												
gynecological_exam	vagina_ph	"Vagina PH
"	number												
gynecological_exam	vaginal_discharge_volume	"Vaginal discharge volume
"	enum					Normal | Increased | Refusal | Unknown 							
gynecological_exam	vaginal_discharge_color	"Vaginal discharge volume
"	enum					White | Yellow/Green | Brown/Blood | Refusal | Unknown 							
gynecological_exam	vaginal_discharge_character_mucoid	"Vaginal discharge character: mucoid/floccular
"	enum					Circled | Not Circled | Refusal | Unknown 							
gynecological_exam	vaginal_discharge_character_purulent	"Vaginal discharge character: purulent
"	enum					Circled | Not Circled | Refusal | Unknown 							
gynecological_exam	vaginal_discharge_character_curdy	"Vaginal discharge character: curdy
"	enum					Circled | Not Circled | Refusal | Unknown 							
gynecological_exam	vaginal_discharge_character_nonfloccular	"Vaginal discharge character: milky/creamy (non-floccular)
"	enum					Circled | Not Circled | Refusal | Unknown 							
gynecological_exam	vaginal_discharge_character_frothy	"Vaginal discharge character: frothy
"	enum					Circled | Not Circled | Refusal | Unknown 							
gynecological_exam	vaginal_discharge_character_bloody	"Vaginal discharge character: bloody
"	enum					Circled | Not Circled | Refusal | Unknown 							
gynecological_exam	cervix_presence	"Presence of cervix
"	enum					Present | Absent | Refusal | Unknown 							
gynecological_exam	cervical_exam_done	"Check if the cervical exam has been done
"	boolean												
gynecological_exam	cervical_lesion_presence	"Presence of cervical lesions
"	enum					Present | Absent | Refusal | Unknown 							
gynecological_exam	ectopy_presence	"Presence of visible ectopy
"	enum					Present | Absent | Refusal | Unknown 							
gynecological_exam	friability_presence	"Presence of friability
"	enum					Present | Absent | Refusal | Unknown 							
gynecological_exam	exudate_presence	"Presence of exudate
"	enum					Present | Absent | Refusal | Unknown 							
gynecological_exam	cervical_discharge_color	"Cervical discharge color
"	enum					White | Yellow/Green | Brown/Blood | Refusal | Unknown 							
